order_item_id,order_id,item_id,quantity
310,29182,103,1
311,35573,106,1
312,39697,108,1
313,27446,108,1
314,39632,104,1
315,5419,104,1
316,29318,108,2
317,42761,108,1
318,40585,102,1
319,25686,102,1
320,39866,108,2
321,37915,104,2
322,24277,101,3
323,35904,103,1
324,22359,106,1
325,45113,101,2
326,35486,102,2
327,3677,108,2
328,27177,108,1
329,43117,104,1
330,18659,106,2
331,9807,102,1
332,23145,106,1
333,33019,104,1
334,7604,102,1
335,15424,105,2
336,36562,106,1
337,46128,105,2
338,15118,108,2
339,19614,103,3
340,34504,103,1
341,12300,103,2
342,29530,104,2
343,4542,107,1
344,16745,107,1
345,48294,106,1
346,42675,102,1
347,24441,104,1
348,17823,103,4
349,5183,104,1
350,40638,105,2
351,17934,102,1
352,36841,102,1
353,19616,101,1
354,43894,104,1
355,32987,101,3
356,7288,106,4
357,2166,106,1
358,49049,108,2
359,41045,102,1
360,6678,103,2
361,46021,103,1
362,17049,107,3
363,43892,107,1
364,33740,107,1
365,35530,103,1
366,48168,106,1
367,17414,106,1
368,32595,102,1
369,32961,106,1
370,20303,104,2
371,14386,104,1
372,44483,106,1
373,13256,102,1
374,32041,101,3
375,12708,107,1
376,28759,104,1
377,37125,101,1
378,45267,103,1
379,6174,107,2
380,12248,101,1
381,22925,101,1
382,7257,102,2
383,40326,102,1
384,13888,104,3
385,22832,106,1
386,20061,107,2
387,23570,106,1
388,36892,103,3
389,28034,101,2
390,46454,102,1
391,28891,101,1
392,20622,105,1
393,22071,108,1
394,38422,103,2
395,11365,101,2
396,37398,106,1
397,8252,107,1
398,21728,104,1
399,5287,105,3
400,5623,105,1
401,42558,102,1
402,744,101,1
403,11700,106,1
404,44068,104,1
405,16193,101,2
406,25733,105,1
407,25565,105,1
408,12999,101,1
409,27477,106,1
410,44330,106,1
411,33845,101,1
412,38428,104,1
413,42402,107,1
414,23701,102,1
415,17141,108,1
416,33944,102,2
417,27712,106,1
418,46938,106,1
419,9423,104,1
420,18451,102,3
421,5041,101,2
422,40094,108,2
423,15355,104,2
424,27399,108,1
425,15846,104,1
426,11867,102,1
427,38594,106,1
428,32493,107,3
429,28301,108,1
430,2088,105,1
431,48925,106,1
432,42739,108,3
433,42866,106,3
434,32372,106,1
435,23473,104,2
436,27738,101,1
437,7565,102,1
438,1054,101,1
439,9919,102,3
440,11746,101,1
441,37933,103,2
442,13358,108,1
443,6823,104,1
444,13742,107,1
445,16567,101,1
446,15843,103,1
447,7541,108,2
448,2066,101,1
449,6565,102,2
450,9379,101,3
451,27213,102,1
452,17215,101,1
453,3709,104,4
454,45530,102,1
455,2478,102,1
456,46173,102,1
457,11904,104,2
458,49954,105,1
459,34948,103,1
460,34970,108,1
461,3971,105,1
462,22801,108,1
463,21855,108,1
464,14153,106,2
465,19510,107,1
466,49591,104,1
467,23976,103,1
468,19768,101,1
469,33007,105,1
470,25282,102,3
471,27123,103,1
472,13089,101,1
473,631,103,1
474,25884,106,2
475,34949,105,1
476,13303,102,1
477,29041,103,1
478,25799,102,1
479,78,106,1
480,42653,107,1
481,23314,106,2
482,22010,104,1
483,9348,106,1
484,22560,101,1
485,22531,108,1
486,36773,103,1
487,36658,106,1
488,478,104,1
489,12859,104,1
490,30509,105,1
491,40498,101,1
492,13950,102,1
493,35242,105,1
494,21975,102,3
495,40519,102,1
496,21528,101,3
497,10814,102,2
498,4056,107,1
499,47236,107,2
500,22817,104,1
501,6714,106,1
502,32211,102,2
503,1903,101,1
504,12913,105,1
505,39978,107,1
506,21939,104,2
507,46829,107,1
508,27013,104,1
509,8769,104,2
510,17324,107,1
511,38454,106,1
512,18377,103,1
513,40752,104,1
514,41681,104,1
515,21721,108,1
516,26877,102,1
517,14200,101,2
518,38930,107,3
519,18857,101,1
520,3155,101,1
521,40459,106,1
522,2759,106,1
523,165,101,3
524,48747,101,1
525,32233,102,1
526,24560,101,1
527,38051,101,1
528,41126,106,2
529,42922,102,1
530,40589,102,1
531,27109,106,2
532,39129,106,2
533,33673,108,2
534,17610,103,1
535,32005,103,1
536,23353,101,1
537,32883,102,1
538,24683,107,1
539,18174,108,1
540,12495,107,2
541,7065,108,2
542,26540,102,3
543,17583,103,2
544,26080,103,2
545,16956,103,1
546,48083,102,2
547,15469,108,2
548,41670,107,1
549,5178,104,1
550,9876,104,1
551,31664,108,1
552,39685,105,1
553,10820,103,1
554,23198,101,1
555,18285,103,1
556,9518,101,1
557,43939,102,1
558,17300,107,2
559,13845,108,1
560,43001,104,1
561,12812,102,1
562,40472,107,1
563,26458,108,3
564,26828,101,2
565,7860,106,1
566,43614,108,1
567,33597,101,2
568,1898,104,1
569,15179,102,1
570,34853,104,1
571,49092,101,1
572,974,102,1
573,16462,106,2
574,32142,102,1
575,4294,106,1
576,27477,107,1
577,46764,107,1
578,2025,103,1
579,49354,106,1
580,34113,107,1
581,24957,102,3
582,17536,103,1
583,44641,105,2
584,6325,107,1
585,30361,103,2
586,1591,102,3
587,25939,105,2
588,38272,102,1
589,23394,105,3
590,24248,104,1
591,31141,104,2
592,40534,104,1
593,24445,105,1
594,9535,101,1
595,20479,107,1
596,30154,103,1
597,38775,107,1
598,4669,108,2
599,19870,106,1
600,34984,103,1
601,20255,104,2
602,10475,104,1
603,35275,103,3
604,41014,101,1
605,11628,108,2
606,45159,107,1
607,19842,107,3
608,31117,104,2
609,34535,107,2
610,24641,106,1
611,12982,105,2
612,30100,101,1
613,36688,105,1
614,31535,108,1
615,26568,108,2
616,11786,101,2
617,45531,101,1
618,11466,108,1
619,25943,101,2
620,49647,105,1
621,20266,102,2
622,20829,108,1
623,14552,103,1
624,28128,104,2
625,36374,105,1
626,3891,108,1
627,36500,103,1
628,13784,102,1
629,6992,106,1
630,48508,108,1
631,2042,101,1
632,32653,102,1
633,27145,108,2
634,434,107,1
635,29615,105,1
636,45505,107,1
637,23339,107,1
638,43703,105,3
639,20817,104,2
640,4301,108,1
641,790,102,1
642,6400,106,1
643,1502,103,1
644,5383,103,2
645,48038,108,3
646,21812,105,2
647,22969,102,1
648,43122,104,1
649,24104,102,2
650,2357,107,1
651,47325,102,1
652,34032,107,1
653,37047,107,1
654,29163,108,1
655,25905,102,1
656,1522,103,1
657,39331,104,1
658,9470,102,1
659,49127,102,2
660,12234,101,1
661,35090,106,1
662,13176,103,2
663,33014,104,1
664,32866,108,1
665,17968,106,1
666,17815,104,3
667,25585,103,1
668,47421,103,1
669,22887,107,1
670,1624,101,2
671,24822,107,1
672,31035,101,1
673,32485,103,1
674,27477,105,1
675,29681,106,1
676,6498,106,1
677,16031,108,1
678,9150,107,1
679,3987,106,1
680,23279,101,1
681,22424,103,1
682,29748,102,1
683,36678,108,2
684,4294,108,1
685,2860,107,1
686,45574,103,1
687,3538,108,1
688,4267,104,1
689,36958,108,2
690,39765,107,1
691,5503,102,1
692,4956,101,1
693,17275,107,1
694,25016,107,2
695,4337,107,1
696,31418,102,1
697,49465,104,4
698,29248,107,1
699,20507,102,1
700,17232,108,1
701,38046,104,1
702,22948,105,1
703,37707,101,1
704,27644,104,1
705,35322,108,1
706,13561,108,3
707,14283,108,1
708,6132,107,1
709,12803,103,1
710,10936,105,3
711,44657,105,1
712,35213,101,1
713,568,104,2
714,9358,106,1
715,18347,104,3
716,9160,106,1
717,33333,104,1
718,26871,103,3
719,24345,103,1
720,5981,103,1
721,8218,102,1
722,28153,101,1
723,5311,105,1
724,20650,106,2
725,14054,106,3
726,9841,101,1
727,20694,108,1
728,1894,102,1
729,29029,108,1
730,14650,106,1
731,24804,107,1
732,39139,105,1
733,5309,102,2
734,20486,103,2
735,15747,103,1
736,43676,108,1
737,25401,102,3
738,30338,108,2
739,36635,106,1
740,7061,106,1
741,29399,107,1
742,31891,103,2
743,49924,106,2
744,321,106,1
745,7830,104,1
746,16153,101,1
747,2668,104,1
748,1968,108,1
749,19457,106,2
750,46767,103,1
751,4928,101,1
752,34680,102,2
753,16023,107,1
754,18076,108,1
755,41331,107,4
756,14602,104,2
757,2667,105,1
758,40009,103,2
759,35813,102,1
760,45284,103,2
761,19679,105,1
762,30997,107,1
763,45950,103,1
764,30541,105,1
765,18285,105,1
766,44417,106,3
767,44849,107,1
768,13532,101,1
769,40549,107,2
770,46123,102,1
771,5102,101,4
772,4284,101,1
773,2100,103,1
774,29673,103,2
775,12423,108,1
776,749,105,2
777,49729,104,1
778,21430,101,1
779,8526,103,2
780,47985,105,2
781,19094,105,1
782,13830,106,4
783,27186,104,1
784,48316,104,1
785,28062,105,1
786,27123,105,1
787,12716,103,1
788,36784,106,1
789,41891,102,1
790,23326,102,1
791,26007,102,1
792,22583,102,1
793,36934,104,1
794,30163,101,2
795,11294,108,1
796,22877,108,2
797,42673,108,1
798,44808,103,1
799,33678,101,1
800,25262,104,1
801,49006,106,1
802,374,106,2
803,7429,105,3
804,6934,106,2
805,24952,105,4
806,14586,102,1
807,18716,106,3
808,17027,107,1
809,47323,101,1
810,35217,103,1
811,44780,108,1
812,42907,106,1
813,40700,101,1
814,42260,108,1
815,9731,107,3
816,47324,104,3
817,43832,101,1
818,49490,101,1
819,9115,103,1
820,9221,101,2
821,16758,105,1
822,23649,105,1
823,11251,108,1
824,10105,106,3
825,779,107,1
826,9105,107,1
827,33954,102,1
828,34448,104,1
829,40328,106,1
830,2442,107,2
831,32535,102,1
832,47960,104,1
833,48468,103,1
834,8806,102,1
835,10728,105,1
836,18529,106,2
837,22151,102,1
838,533,106,1
839,11052,104,1
840,24956,101,1
841,18524,106,1
842,5923,102,2
843,16159,108,1
844,17748,108,1
845,25448,101,3
846,33579,105,1
847,30804,102,2
848,14268,101,1
849,17618,102,1
850,1874,108,2
851,2261,106,3
852,287,103,1
853,36350,103,1
854,22964,108,1
855,38501,104,1
856,41189,102,1
857,48239,104,1
858,31934,107,1
859,39471,104,3
860,34746,106,1
861,19268,104,1
862,11357,101,2
863,43218,104,1
864,43008,104,2
865,26986,102,1
866,22042,107,1
867,13628,101,1
868,7494,107,1
869,42619,106,1
870,28457,102,1
871,1520,101,1
872,1739,105,1
873,26261,104,1
874,10628,103,2
875,30779,103,2
876,12428,105,1
877,20389,101,1
878,16221,108,1
879,1531,101,1
880,23779,105,3
881,45986,105,1
882,40157,103,1
883,17787,105,2
884,13519,106,1
885,4903,106,1
886,49046,104,2
887,223,107,3
888,21067,101,2
889,28400,101,1
890,25154,107,1
891,6009,103,1
892,49627,102,3
893,1785,101,1
894,22352,107,1
895,30668,104,1
896,9554,107,1
897,27974,108,1
898,43454,104,1
899,24854,101,1
900,45752,102,1
901,20142,103,1
902,24514,108,1
903,14752,101,1
904,36690,103,1
905,31793,105,2
906,14308,102,2
907,17158,106,1
908,43677,104,3
909,26239,108,1
910,7295,102,1
911,15931,101,1
912,46570,108,1
913,2000,104,1
914,17114,108,1
915,8452,105,1
916,36549,102,1
917,40163,108,1
918,21789,107,2
919,39859,108,2
920,28792,107,1
921,20132,104,3
922,17868,108,1
923,14885,104,1
924,24877,107,1
925,10253,107,1
926,37730,106,2
927,1718,105,2
928,37590,102,1
929,22180,107,1
930,17214,108,1
931,35452,105,1
932,47711,105,2
933,40509,101,1
934,8000,106,1
935,29691,101,4
936,49039,103,1
937,10266,103,1
938,46297,106,1
939,49791,101,3
940,22974,107,1
941,14352,104,1
942,16913,106,2
943,11938,105,1
944,30351,107,2
945,7266,101,1
946,29041,105,1
947,19105,101,1
948,11934,103,1
949,18894,107,1
950,30022,106,1
951,23188,102,3
952,28543,105,1
953,44327,102,3
954,47981,105,2
955,48195,103,1
956,9400,103,2
957,38499,106,1
958,9358,106,1
959,6938,101,3
960,18633,106,3
961,36329,104,1
962,17665,102,1
963,4326,105,1
964,5935,108,1
965,21586,107,1
966,41219,108,1
967,10556,101,1
968,36651,107,1
969,45889,104,1
970,41937,105,3
971,45579,103,1
972,3527,102,1
973,36755,101,1
974,14333,107,1
975,14583,106,1
976,23248,106,1
977,18344,108,3
978,22081,101,2
979,46140,108,3
980,18337,105,2
981,14166,101,2
982,24435,106,1
983,42548,108,1
984,40466,108,1
985,30289,102,1
986,4287,102,2
987,15966,107,3
988,27156,108,2
989,38840,108,2
990,23748,103,2
991,6832,103,1
992,13459,103,1
993,16022,107,1
994,46354,102,1
995,46063,102,4
996,45746,105,1
997,26237,102,1
998,19562,101,1
999,3172,101,1
1000,35885,101,1
1001,15214,105,4
1002,29355,104,1
1003,20970,104,1
1004,26993,108,2
1005,16572,106,2
1006,28049,106,1
1007,19028,108,1
1008,20625,108,2
1009,32242,106,2
1010,39182,105,1
1011,28321,107,1
1012,6827,103,1
1013,32897,102,1
1014,12965,105,1
1015,8119,107,1
1016,23491,108,1
1017,39910,103,1
1018,2350,104,1
1019,12970,102,1
1020,14543,107,1
1021,36282,103,1
1022,38435,107,1
1023,48417,108,2
1024,40763,101,2
1025,10402,103,1
1026,10518,106,1
1027,9524,107,2
1028,30885,103,1
1029,41571,107,1
1030,35318,102,3
1031,8053,103,2
1032,12230,106,1
1033,39717,102,1
1034,11921,105,1
1035,45869,107,1
1036,16219,104,1
1037,20764,108,3
1038,8970,106,1
1039,20141,105,2
1040,39265,102,1
1041,3282,102,1
1042,9889,101,1
1043,27486,104,1
1044,49008,105,1
1045,42236,104,1
1046,282,104,1
1047,23299,104,1
1048,29721,105,1
1049,11670,105,1
1050,31983,102,1
1051,4094,101,1
1052,36926,106,1
1053,27355,103,1
1054,16314,106,1
1055,47577,104,3
1056,26230,106,1
1057,36305,103,1
1058,30266,101,1
1059,42688,101,1
1060,40249,106,1
1061,3428,102,2
1062,7030,101,1
1063,39375,108,2
1064,7599,108,1
1065,22622,102,1
1066,6638,104,1
1067,34036,108,1
1068,39319,105,3
1069,24350,101,2
1070,45449,102,1
1071,14971,105,1
1072,31670,101,1
1073,6906,106,1
1074,5925,105,3
1075,37039,105,1
1076,36055,107,1
1077,43835,108,1
1078,11332,102,1
1079,27562,102,1
1080,19066,101,1
1081,24427,108,2
1082,49587,102,1
1083,18554,101,1
1084,11440,107,1
1085,34925,105,3
1086,13084,101,4
1087,29076,106,1
1088,4814,101,2
1089,14933,108,1
1090,29734,102,2
1091,35520,105,2
1092,35377,103,1
1093,14310,105,1
1094,43756,104,1
1095,35376,104,2
1096,11849,103,2
1097,17264,105,1
1098,43306,107,3
1099,30622,106,1
1100,31010,107,2
1101,47288,101,1
1102,2360,108,1
1103,33753,102,2
1104,27983,101,2
1105,39015,102,1
1106,15791,104,4
1107,31193,107,1
1108,6480,107,1
1109,25231,108,1
1110,23647,107,3
1111,13350,101,1
1112,24106,104,1
1113,6412,105,1
1114,47359,107,1
1115,34531,103,1
1116,12909,102,1
1117,687,106,1
1118,33318,104,1
1119,1888,103,2
1120,48659,106,1
1121,5866,106,1
1122,33533,108,1
1123,49204,104,1
1124,4387,102,2
1125,2106,104,2
1126,5733,104,2
1127,28972,106,1
1128,25945,102,1
1129,13806,107,1
1130,27929,101,3
1131,3854,106,1
1132,46414,107,3
1133,37283,103,3
1134,34745,108,1
1135,36944,106,1
1136,23345,104,1
1137,49976,106,2
1138,14879,104,1
1139,36099,106,1
1140,5006,105,1
1141,43408,104,2
1142,9396,101,2
1143,7757,103,1
1144,28518,106,1
1145,43687,102,2
1146,2125,102,1
1147,9535,105,1
1148,32305,101,1
1149,23782,101,1
1150,22003,101,2
1151,31506,102,3
1152,49071,105,1
1153,49051,107,1
1154,33473,107,1
1155,40091,107,1
1156,37347,103,1
1157,3736,104,1
1158,16563,101,1
1159,9603,101,1
1160,49734,108,2
1161,8569,103,1
1162,21179,103,1
1163,24408,105,1
1164,29750,104,2
1165,44357,105,4
1166,15425,104,2
1167,28753,106,1
1168,26737,105,3
1169,46543,107,1
1170,16391,102,2
1171,6543,103,1
1172,42080,104,2
1173,23335,104,1
1174,15036,102,3
1175,18967,103,1
1176,13617,102,3
1177,3278,106,3
1178,37778,107,1
1179,28134,108,1
1180,48504,102,1
1181,14398,105,1
1182,18031,104,1
1183,2711,106,1
1184,7938,107,1
1185,36349,108,1
1186,43959,103,1
1187,40984,108,1
1188,47906,107,1
1189,23546,101,1
1190,3477,107,1
1191,14229,104,1
1192,29619,108,1
1193,3731,108,1
1194,7156,102,3
1195,39834,101,2
1196,36908,104,2
1197,30263,106,1
1198,33229,102,1
1199,13313,105,3
1200,13998,108,1
1201,31561,102,2
1202,5685,104,1
1203,27540,108,1
1204,14859,102,1
1205,10177,106,2
1206,15964,106,2
1207,32109,107,1
1208,29866,108,1
1209,26395,101,1
1210,17268,103,1
1211,38456,103,1
1212,25117,101,2
1213,17277,106,2
1214,48036,106,1
1215,31785,103,1
1216,45136,105,1
1217,13637,105,2
1218,33366,104,3
1219,967,108,1
1220,33556,104,1
1221,41287,108,2
1222,32888,104,1
1223,18808,107,3
1224,10256,101,1
1225,27331,107,2
1226,49344,106,1
1227,10470,103,2
1228,48287,101,1
1229,21717,105,1
1230,7979,102,1
1231,14144,106,1
1232,41683,105,2
1233,44095,102,1
1234,40237,103,1
1235,41482,104,3
1236,31786,105,2
1237,40561,106,1
1238,28400,103,1
1239,8498,101,2
1240,13929,105,1
1241,34983,102,1
1242,29933,108,2
1243,18816,104,3
1244,13791,102,1
1245,17686,104,1
1246,5189,104,1
1247,22982,102,1
1248,11719,105,1
1249,22592,104,1
1250,30178,107,2
1251,33049,102,1
1252,34355,106,1
1253,20526,105,1
1254,2945,107,1
1255,32538,101,1
1256,41670,106,1
1257,39946,106,1
1258,49023,106,1
1259,17219,104,1
1260,28221,102,1
1261,12476,104,1
1262,47586,105,2
1263,28236,101,1
1264,37583,104,1
1265,31021,107,1
1266,22937,103,1
1267,38477,108,1
1268,23460,106,1
1269,10018,103,3
1270,39349,104,1
1271,22517,101,2
1272,17664,106,1
1273,42909,104,1
1274,17527,106,1
1275,34861,105,2
1276,24573,107,3
1277,39625,107,1
1278,36755,106,2
1279,43520,104,2
1280,34167,106,3
1281,20173,108,1
1282,31547,107,2
1283,8168,106,3
1284,10670,102,1
1285,25491,108,1
1286,656,107,2
1287,20772,103,1
1288,344,108,1
1289,19922,106,1
1290,35845,104,1
1291,2566,103,1
1292,446,105,1
1293,23822,101,1
1294,25243,101,1
1295,36903,105,3
1296,22384,104,2
1297,47868,104,1
1298,19368,107,3
1299,19437,101,3
1300,34478,106,1
1301,32899,103,1
1302,24536,103,1
1303,33027,108,2
1304,33865,106,2
1305,8788,102,2
1306,22431,104,1
1307,10302,103,1
1308,8628,104,3
1309,13978,104,3
1310,47678,108,1
1311,48313,108,2
1312,41253,105,1
1313,29268,102,1
1314,46232,108,1
1315,33926,108,2
1316,41874,107,1
1317,43517,107,1
1318,15976,104,1
1319,13319,108,1
1320,14875,103,3
1321,20863,106,2
1322,36241,102,1
1323,28991,102,1
1324,25634,108,4
1325,8997,102,2
1326,12302,104,1
1327,41338,104,4
1328,26538,104,1
1329,45325,107,3
1330,10015,107,1
1331,14700,105,1
1332,28928,101,1
1333,3084,102,1
1334,24059,106,1
1335,46532,106,3
1336,28617,108,1
1337,20350,103,3
1338,26486,101,1
1339,8906,107,1
1340,11299,105,3
1341,46454,102,1
1342,3445,108,1
1343,48330,105,2
1344,16922,107,1
1345,15600,103,1
1346,7023,105,3
1347,26282,106,1
1348,7326,104,1
1349,36794,107,2
1350,2720,105,1
1351,19097,105,1
1352,48467,101,3
1353,47818,103,1
1354,4607,108,1
1355,1817,103,1
1356,13185,107,2
1357,32306,103,1
1358,21425,104,4
1359,6414,106,2
1360,4146,104,1
1361,21435,106,1
1362,517,102,1
1363,44576,101,1
1364,2691,102,2
1365,31401,101,2
1366,30055,106,1
1367,20225,101,1
1368,40375,106,1
1369,38595,101,1
1370,30726,104,2
1371,18099,106,2
1372,31228,107,2
1373,9211,106,1
1374,41981,102,2
1375,44043,102,1
1376,5968,104,1
1377,34413,108,1
1378,24486,102,3
1379,37967,103,2
1380,26625,108,2
1381,38774,105,1
1382,1167,108,1
1383,19795,101,1
1384,13871,108,1
1385,24131,101,1
1386,33874,102,1
1387,38825,108,2
1388,49411,101,2
1389,21551,101,1
1390,39414,102,1
1391,37481,107,1
1392,4079,107,3
1393,16911,106,1
1394,31264,101,1
1395,5411,105,1
1396,14410,106,4
1397,27293,101,3
1398,36744,102,1
1399,29056,105,1
1400,26637,107,2
1401,13003,108,1
1402,10159,107,1
1403,11900,106,1
1404,11592,108,4
1405,16225,108,1
1406,6083,106,1
1407,2209,107,1
1408,11140,103,1
1409,32161,107,1
1410,26471,105,3
1411,14663,105,2
1412,37806,107,1
1413,42357,104,1
1414,40871,103,2
1415,21138,104,1
1416,13298,105,1
1417,34352,108,1
1418,27792,103,1
1419,21395,101,2
1420,24549,102,1
1421,41574,105,1
1422,43162,106,2
1423,35896,102,1
1424,5728,101,1
1425,23014,103,1
1426,18348,104,1
1427,39634,106,2
1428,35267,108,2
1429,36813,103,1
1430,21222,104,1
1431,23466,106,1
1432,38012,101,1
1433,23034,104,1
1434,13667,103,2
1435,40886,104,2
1436,36565,104,1
1437,3651,101,1
1438,37970,101,1
1439,23812,103,1
1440,17942,106,2
1441,35294,103,2
1442,8944,102,1
1443,25857,104,2
1444,41910,103,1
1445,38867,108,3
1446,35692,102,1
1447,46050,106,1
1448,39777,107,3
1449,15755,104,1
1450,49919,108,1
1451,32597,104,2
1452,36999,106,2
1453,36238,101,1
1454,48246,108,1
1455,35545,105,1
1456,30656,104,1
1457,7058,102,2
1458,26741,103,1
1459,39368,108,1
1460,30299,102,1
1461,32116,105,2
1462,46533,104,1
1463,49903,103,2
1464,28866,107,1
1465,37671,101,1
1466,29109,108,1
1467,26834,102,1
1468,21454,103,1
1469,26859,107,1
1470,28931,107,3
1471,37240,105,1
1472,11212,104,1
1473,45073,107,1
1474,27605,102,1
1475,28077,108,1
1476,7586,105,1
1477,4298,105,1
1478,37194,104,1
1479,15393,102,1
1480,39605,101,2
1481,35618,105,2
1482,33959,104,1
1483,19259,105,1
1484,24844,106,1
1485,6450,103,1
1486,37662,102,3
1487,40884,101,3
1488,41936,108,3
1489,26527,103,1
1490,7250,105,1
1491,2640,101,3
1492,39879,104,3
1493,9036,104,2
1494,6190,102,2
1495,3648,106,1
1496,21203,105,2
1497,45566,105,1
1498,36261,102,1
1499,9209,102,1
