order_id,customer_id,order_date,store_city,total_amount
138,324,13/03/2025 20:51,Gdansk,37.21
139,2764,2025-01-23 22:39:00,warsaw,33.98
140,4402,2025-03-15 14:28:00,krakow,16.22
141,9344,2025-03-30 20:49:00,gdansk,75.91
142,2242,2025-07-14 07:10:00,gdansk,52.89
143,1036,2025-04-18 08:17:00,gdansk,51.26
144,7893,2025-06-17 07:00:00,gdansk,79.95
145,263,09/07/2025 15:11,Poznan,28.76
146,6727,2025-01-09 14:30:00,Krakow,44.19
147,7489,2025-07-08 10:18:00,krakow,82.52
148,5758,2025-01-14 19:46:00,gdansk,46.11
149,6622,2025-04-17 15:57:00,krakow,64.35
150,9977,2025-05-22 09:23:00,Krakow,16.97
151,182,2025-05-27 08:03:00,Gdansk,65.66
152,4753,18/07/2025 16:21,Gdansk,77.3
153,4063,2025-03-02 18:26:00,warsaw,37.0
154,7210,2025-04-24 15:58:00,krakow,26.9
155,2223,2025-06-20 13:01:00,Warsaw,73.32
156,1332,2025-02-16 12:26:00,gdansk,82.9
157,5399,2025-06-07 07:49:00,krakow,50.57
158,2772,2025-06-23 08:24:00,Krakow,43.18
159,359,28/06/2025 22:25,gdansk,73.91
160,9192,2025-06-21 16:36:00,warsaw,65.56
161,3061,2025-04-19 09:34:00,krakow,45.42
162,9507,2025-01-16 09:25:00,Warsaw,86.97
163,2618,2025-05-29 12:49:00,Gdansk,16.41
164,3824,2025-05-06 10:35:00,poznan,87.26
165,4300,2025-04-29 09:29:00,Poznan,52.71
166,8775,2025-02-13 19:37:00,gdansk,
167,9856,25/06/2025 14:56,Krakow,86.61
168,6233,2025-06-27 07:07:00,krakow,58.84
169,9950,2025-06-03 12:04:00,Warsaw,45.14
170,4020,2025-05-16 12:17:00,Krakow,69.4
171,1830,2025-01-14 11:50:00,krakow,69.23
172,4442,2025-04-17 22:32:00,gdansk,
173,849,19/06/2025 14:43,Poznan,52.22
174,8373,2025-01-27 19:41:00,gdansk,56.47
175,9816,2025-01-24 17:00:00,krakow,13.71
176,8838,2025-02-09 20:40:00,Warsaw,13.83
177,4850,2025-01-09 09:29:00,krakow,23.25
178,9494,2025-03-18 17:48:00,warsaw,11.54
179,6931,2025-03-28 12:41:00,krakow,17.11
180,6655,2025-06-01 10:46:00,warsaw,78.69
181,7476,2025-04-11 11:00:00,warsaw,77.25
182,5343,2025-01-15 12:59:00,krakow,80.59
183,7939,2025-06-02 19:40:00,Gdansk,36.72
184,2660,02/01/2025 09:11,gdansk,74.84
185,2560,2025-06-18 18:13:00,Warsaw,
186,964,2025-02-27 21:23:00,Gdansk,82.76
187,6152,2025-03-05 19:41:00,poznan,
188,6962,2025-03-23 11:54:00,krakow,13.36
189,3983,2025-03-07 09:44:00,Krakow,39.38
190,9339,2025-04-13 15:53:00,Krakow,21.75
191,3238,2025-04-26 22:15:00,krakow,66.98
192,8667,02/02/2025 14:27,Poznan,47.09
193,2854,15/04/2025 16:37,Poznan,34.83
194,2111,2025-02-04 08:16:00,krakow,24.76
195,2899,2025-01-03 19:26:00,Gdansk,85.89
196,2529,2025-02-18 18:24:00,Gdansk,81.18
197,7603,2025-05-31 14:13:00,krakow,48.2
198,4048,2025-07-01 22:28:00,Warsaw,72.48
199,1568,2025-03-07 12:03:00,Gdansk,30.12
200,2066,2025-03-25 13:38:00,warsaw,71.15
201,7642,14/04/2025 07:01,krakow,
202,3717,2025-04-13 11:53:00,Poznan,15.39
203,3345,2025-01-09 16:46:00,krakow,
204,8850,2025-05-13 22:20:00,warsaw,53.49
205,2219,2025-04-22 17:53:00,gdansk,69.38
206,5519,2025-03-17 07:21:00,gdansk,22.11
207,4277,2025-03-01 07:36:00,poznan,44.25
208,557,2025-05-24 19:08:00,Poznan,88.14
209,46,2025-06-16 18:25:00,gdansk,16.81
210,4758,25/04/2025 20:26,krakow,55.75
211,3696,2025-01-02 16:15:00,gdansk,30.61
212,8032,2025-01-19 13:30:00,warsaw,42.38
213,1412,2025-05-07 13:41:00,warsaw,87.65
214,1163,2025-07-13 12:02:00,Poznan,59.76
215,4816,2025-06-01 13:33:00,Krakow,13.23
216,421,2025-03-21 15:54:00,Krakow,10.01
217,7708,2025-04-24 20:55:00,Warsaw,88.92
218,9132,2025-04-16 17:04:00,gdansk,72.91
219,5688,2025-07-19 18:05:00,Poznan,62.59
220,5801,2025-01-21 15:22:00,poznan,12.96
221,7404,2025-05-11 07:22:00,poznan,68.31
222,6527,2025-03-08 15:45:00,Gdansk,39.26
223,207,2025-01-13 22:52:00,Warsaw,
224,4074,2025-07-03 16:20:00,Warsaw,32.1
225,2627,04/06/2025 11:11,Gdansk,64.48
226,4567,2025-07-16 08:15:00,krakow,53.52
227,5537,2025-06-10 07:42:00,krakow,22.12
228,5613,2025-01-24 19:18:00,warsaw,26.53
229,339,2025-07-04 20:08:00,krakow,58.39
230,9149,2025-05-09 08:48:00,gdansk,13.41
231,1519,2025-05-04 08:38:00,Gdansk,67.25
232,6203,2025-05-19 16:55:00,warsaw,64.46
233,6543,2025-01-26 10:21:00,krakow,54.87
234,2604,03/03/2025 12:42,Krakow,42.26
235,4467,2025-02-07 07:20:00,krakow,64.25
236,2255,2025-04-04 15:18:00,Poznan,73.2
237,9377,2025-06-13 13:05:00,krakow,
238,2168,2025-03-28 14:36:00,krakow,48.87
239,223,2025-04-15 12:15:00,Warsaw,40.07
240,7347,2025-02-05 19:04:00,krakow,20.38
241,3875,2025-01-02 13:58:00,poznan,36.45
242,1438,2025-01-11 19:25:00,warsaw,39.68
243,9612,2025-06-15 20:17:00,Warsaw,57.02
244,382,12/01/2025 10:10,warsaw,61.13
245,7660,2025-06-05 15:21:00,Poznan,85.42
246,8740,2025-06-28 18:14:00,krakow,75.95
247,5271,2025-04-21 08:08:00,krakow,83.38
248,9912,2025-03-07 15:40:00,gdansk,35.52
249,1979,2025-03-14 16:59:00,Warsaw,19.95
250,5410,2025-07-03 19:22:00,Poznan,32.67
251,8111,2025-04-12 19:10:00,warsaw,64.87
252,6882,2025-01-14 17:44:00,Poznan,
253,6908,2025-02-05 16:34:00,Poznan,33.71
254,1164,2025-04-14 07:08:00,Gdansk,15.03
255,6934,06/04/2025 13:43,gdansk,64.35
256,2937,2025-05-08 10:20:00,Warsaw,45.2
257,6151,2025-03-07 16:04:00,gdansk,34.61
258,5232,09/03/2025 18:13,krakow,65.55
259,8709,2025-07-05 21:07:00,Gdansk,70.68
260,6363,2025-04-12 20:47:00,warsaw,42.37
261,7537,2025-02-01 14:12:00,gdansk,49.59
262,7836,2025-04-12 07:23:00,warsaw,
263,2687,2025-05-02 09:34:00,Warsaw,74.46
264,9892,2025-01-07 18:27:00,warsaw,78.02
265,4245,2025-06-28 22:13:00,Poznan,55.24
266,7540,2025-01-11 12:55:00,warsaw,29.21
267,8765,2025-04-07 12:16:00,gdansk,28.94
268,3,2025-03-28 11:02:00,warsaw,11.74
269,3481,2025-01-17 20:39:00,krakow,24.01
270,7918,18/03/2025 22:42,gdansk,21.95
271,944,26/03/2025 17:55,warsaw,65.2
272,2037,2025-04-24 17:27:00,Gdansk,15.56
273,3020,2025-01-08 07:45:00,warsaw,88.77
274,3578,2025-07-18 20:40:00,krakow,20.26
275,4895,2025-02-22 09:26:00,krakow,86.81
276,6201,2025-07-06 22:01:00,krakow,26.59
277,1390,2025-01-09 17:39:00,warsaw,73.69
278,4428,2025-07-06 08:40:00,warsaw,68.23
279,6083,2025-01-05 20:30:00,krakow,23.36
280,6633,2025-05-26 07:53:00,warsaw,11.1
281,6745,2025-02-18 18:40:00,poznan,42.28
282,1712,2025-07-06 09:18:00,gdansk,57.6
283,4552,2025-05-14 13:37:00,Gdansk,48.75
284,5161,2025-06-03 09:16:00,Gdansk,44.18
285,7152,2025-03-22 07:55:00,warsaw,62.95
286,1653,2025-03-17 13:08:00,krakow,57.24
287,3736,2025-02-10 09:42:00,Gdansk,59.27
288,2677,2025-03-06 07:00:00,gdansk,46.03
289,2648,2025-02-05 13:52:00,krakow,83.23
290,8212,2025-03-29 19:45:00,Poznan,49.34
291,948,2025-05-15 11:58:00,Gdansk,52.07
292,3276,2025-03-26 16:04:00,gdansk,
293,4441,2025-06-28 15:36:00,Gdansk,47.4
294,6338,2025-04-11 07:48:00,gdansk,64.94
295,1956,2025-02-19 14:00:00,warsaw,45.58
296,6860,2025-01-13 08:36:00,warsaw,40.74
297,8565,2025-03-24 18:57:00,Krakow,50.53
298,2821,2025-04-13 17:20:00,Warsaw,49.48
299,5531,2025-03-07 22:27:00,krakow,
300,6269,2025-05-14 20:51:00,krakow,64.66
301,8394,01/04/2025 15:20,krakow,30.54
302,6661,2025-05-31 22:59:00,warsaw,77.84
303,1041,2025-05-17 20:01:00,krakow,35.46
304,4388,2025-04-26 07:15:00,gdansk,
305,5453,2025-02-09 13:32:00,Warsaw,
306,4555,2025-07-07 08:34:00,Gdansk,12.43
307,9952,2025-07-11 09:13:00,krakow,56.71
308,4469,2025-05-02 22:55:00,krakow,56.07
309,4896,2025-03-28 11:35:00,Krakow,41.14
310,8347,2025-03-23 08:29:00,gdansk,40.21
311,5518,2025-01-04 17:31:00,gdansk,55.84
312,2411,2025-05-30 08:08:00,gdansk,23.49
313,2293,2025-06-16 08:51:00,Gdansk,82.91
314,2517,2025-03-27 15:39:00,warsaw,
315,7542,2025-01-11 14:06:00,Krakow,46.79
316,8564,2025-04-03 18:07:00,krakow,
317,8520,04/07/2025 12:12,Poznan,67.91
318,7035,2025-04-12 15:06:00,warsaw,61.74
319,7874,2025-01-08 18:46:00,warsaw,70.54
320,9673,2025-03-16 13:06:00,krakow,65.98
321,7680,24/02/2025 09:23,Poznan,83.87
322,5119,2025-05-19 11:18:00,Poznan,75.87
323,7763,2025-04-17 07:59:00,gdansk,20.68
324,9392,2025-01-31 21:39:00,warsaw,88.46
325,8883,2025-01-15 08:45:00,poznan,44.27
326,4252,2025-06-10 21:03:00,krakow,74.79
327,8924,2025-01-19 21:26:00,Warsaw,57.47
328,5250,2025-05-19 08:53:00,Krakow,51.14
329,6400,2025-05-07 08:35:00,Poznan,89.01
330,8604,2025-02-12 19:52:00,krakow,54.04
331,1783,2025-01-06 11:01:00,Gdansk,22.08
332,1446,2025-02-16 10:59:00,Poznan,12.23
333,1611,2025-05-21 10:09:00,gdansk,53.2
334,9765,2025-05-11 11:52:00,krakow,49.08
335,2359,2025-01-10 10:03:00,warsaw,48.48
336,4978,2025-04-10 14:14:00,Poznan,63.02
337,8373,05/06/2025 21:58,krakow,13.54
338,7309,2025-06-07 20:55:00,warsaw,28.02
339,3573,2025-01-04 22:28:00,Poznan,23.66
340,7209,2025-01-26 17:21:00,Poznan,
341,3648,2025-06-23 08:22:00,Gdansk,48.28
342,1715,2025-05-13 15:45:00,Gdansk,34.89
343,2497,2025-01-20 16:04:00,gdansk,14.11
344,6448,28/02/2025 17:54,Warsaw,89.24
345,8811,18/07/2025 09:47,krakow,80.27
346,8395,2025-01-14 11:14:00,Krakow,72.24
347,6935,2025-03-16 15:26:00,Poznan,33.48
348,5232,2025-07-05 20:19:00,warsaw,
349,8163,2025-05-03 13:48:00,Krakow,79.49
350,3827,2025-04-04 21:45:00,warsaw,66.26
351,5431,2025-01-27 19:35:00,Gdansk,13.02
352,2869,2025-05-24 18:58:00,poznan,23.09
353,4167,2025-03-18 09:24:00,Krakow,15.52
354,6297,2025-05-18 14:37:00,warsaw,85.74
355,4644,2025-05-01 15:24:00,Gdansk,69.44
356,1043,2025-06-16 09:58:00,gdansk,84.55
357,6628,24/04/2025 07:21,Gdansk,23.25
358,4913,2025-05-25 09:41:00,warsaw,89.87
359,9216,2025-03-12 22:24:00,gdansk,
360,2055,2025-02-22 22:51:00,warsaw,
361,2484,2025-05-18 19:18:00,Poznan,87.69
362,3067,2025-04-19 18:59:00,krakow,61.66
363,6781,2025-01-30 13:26:00,krakow,57.98
364,526,2025-04-22 09:00:00,warsaw,41.53
365,1186,2025-02-04 11:08:00,Gdansk,31.49
366,1537,2025-02-23 21:27:00,Gdansk,49.06
367,4495,02/05/2025 21:39,Poznan,34.35
368,6480,2025-03-17 07:39:00,Warsaw,78.67
369,6288,2025-04-03 20:56:00,warsaw,40.15
370,6249,2025-03-05 22:48:00,Poznan,55.41
371,4305,2025-06-06 17:22:00,gdansk,24.62
372,8972,24/01/2025 16:38,Poznan,78.67
373,4442,2025-03-24 07:11:00,gdansk,15.08
374,8781,2025-07-19 16:59:00,warsaw,41.95
375,4522,2025-02-28 07:19:00,Krakow,28.67
376,1876,2025-04-07 09:23:00,warsaw,76.36
377,133,2025-03-08 21:33:00,warsaw,35.35
378,8419,2025-03-16 07:37:00,krakow,49.64
379,8781,2025-02-19 08:44:00,Warsaw,14.13
380,7097,2025-05-03 14:05:00,warsaw,35.97
381,8992,2025-05-04 20:10:00,Poznan,11.18
382,5418,2025-04-27 10:02:00,krakow,51.96
383,7010,14/07/2025 21:53,warsaw,62.14
384,3215,2025-05-29 13:15:00,krakow,39.78
385,5493,04/01/2025 19:02,Gdansk,24.8
386,1566,2025-06-15 17:58:00,warsaw,83.24
387,4196,2025-01-25 16:50:00,Warsaw,48.43
388,8509,23/03/2025 11:01,warsaw,43.95
389,9620,2025-02-06 11:08:00,krakow,12.52
390,760,2025-02-03 12:42:00,warsaw,21.19
391,3733,2025-01-20 10:48:00,gdansk,26.73
392,3986,2025-06-14 12:23:00,poznan,87.83
393,3043,2025-07-07 15:21:00,warsaw,32.66
394,4321,2025-05-09 19:19:00,poznan,45.42
395,5843,2025-05-30 20:27:00,Poznan,14.36
396,4534,2025-03-05 20:48:00,Poznan,60.01
397,5483,2025-06-19 18:11:00,Poznan,38.5
398,4383,2025-06-26 12:24:00,Gdansk,75.13
399,6825,2025-05-05 19:10:00,Warsaw,61.17
400,9530,2025-04-17 16:06:00,warsaw,39.56
401,6453,2025-06-28 18:10:00,Krakow,89.39
402,6681,2025-04-22 17:42:00,gdansk,56.44
403,6362,2025-02-02 17:47:00,gdansk,80.19
404,6855,07/05/2025 11:19,krakow,22.53
405,7032,2025-02-20 14:20:00,Gdansk,32.93
406,9671,2025-03-05 07:26:00,Krakow,53.07
407,1576,2025-06-13 14:39:00,gdansk,53.71
408,3224,2025-04-01 14:43:00,Poznan,41.49
409,2144,27/06/2025 21:05,poznan,
410,6941,2025-04-08 08:30:00,warsaw,71.86
411,2007,2025-05-04 07:35:00,warsaw,32.01
412,5298,2025-03-15 19:50:00,krakow,72.64
413,4859,2025-06-14 15:53:00,warsaw,76.51
414,9586,2025-03-30 19:13:00,warsaw,18.71
415,1800,2025-05-31 16:00:00,Poznan,30.98
416,7398,2025-02-16 20:44:00,Warsaw,55.37
417,539,2025-06-22 07:26:00,warsaw,27.48
418,4046,2025-01-27 19:06:00,Warsaw,55.7
419,4455,2025-05-26 15:46:00,warsaw,16.5
420,4484,2025-02-25 22:58:00,warsaw,62.54
421,1018,17/05/2025 10:18,krakow,73.77
422,1494,2025-01-19 20:31:00,Krakow,
423,409,2025-01-27 19:00:00,gdansk,66.83
424,6836,2025-01-13 16:41:00,warsaw,82.95
425,9867,2025-04-17 10:25:00,Warsaw,69.84
426,5393,2025-01-11 14:18:00,Krakow,71.58
427,6971,2025-03-19 15:56:00,krakow,
428,8906,2025-01-16 22:36:00,gdansk,76.99
429,1901,2025-04-08 08:05:00,Warsaw,78.42
430,2218,2025-02-22 11:50:00,Poznan,34.75
431,1447,2025-03-19 21:42:00,Gdansk,84.63
432,7940,2025-03-16 09:07:00,Krakow,78.09
433,8043,2025-06-28 09:49:00,Poznan,44.89
434,615,2025-04-08 16:55:00,Poznan,29.11
435,4691,2025-06-13 22:19:00,Warsaw,88.87
436,1351,2025-02-13 14:41:00,Warsaw,80.16
437,1089,27/03/2025 13:21,gdansk,44.67
438,5110,2025-04-15 15:52:00,Poznan,35.85
439,7644,2025-01-20 07:08:00,Warsaw,67.65
440,9343,2025-05-30 15:33:00,gdansk,44.07
441,7090,03/06/2025 14:03,gdansk,89.23
442,2387,2025-04-26 18:42:00,gdansk,39.12
443,5925,2025-02-17 21:40:00,warsaw,41.18
444,4818,2025-04-14 18:01:00,gdansk,48.11
445,6898,2025-06-17 15:07:00,Poznan,
446,57,2025-02-16 15:02:00,Warsaw,72.24
447,1644,2025-06-13 20:26:00,Krakow,
448,1995,2025-05-05 11:34:00,Gdansk,23.48
449,216,2025-03-31 12:08:00,gdansk,24.48
450,4869,2025-05-18 15:30:00,Gdansk,25.41
451,1898,09/01/2025 07:17,krakow,54.34
452,5152,2025-02-28 18:56:00,Krakow,84.88
453,2151,2025-02-19 17:49:00,gdansk,23.18
454,671,02/01/2025 20:18,krakow,63.19
455,4917,2025-06-03 21:33:00,poznan,53.24
456,2069,2025-01-27 16:58:00,Warsaw,29.41
457,2112,2025-07-15 10:59:00,Poznan,54.45
458,6317,21/05/2025 08:11,gdansk,54.44
459,3725,2025-02-26 18:31:00,Warsaw,66.83
460,7285,2025-04-29 10:42:00,gdansk,62.85
461,5295,2025-03-06 14:52:00,Poznan,11.1
462,4559,2025-03-30 22:50:00,Warsaw,65.83
463,5887,2025-02-17 07:53:00,Warsaw,55.32
464,3827,2025-02-09 20:00:00,krakow,41.08
465,7278,2025-04-26 15:23:00,krakow,
466,960,2025-04-17 09:59:00,Gdansk,15.53
467,2634,2025-02-05 18:14:00,gdansk,25.56
468,5294,2025-06-13 19:18:00,Poznan,76.99
469,8394,2025-01-03 16:43:00,warsaw,82.08
470,4041,02/01/2025 08:17,gdansk,34.63
471,6295,2025-04-12 10:20:00,Gdansk,32.54
472,7409,2025-02-14 22:36:00,krakow,
473,4770,2025-01-16 14:48:00,Krakow,59.65
474,6339,2025-04-02 12:59:00,poznan,61.2
475,9832,27/02/2025 08:17,krakow,58.41
476,434,24/01/2025 21:10,warsaw,22.56
477,3945,2025-03-19 09:26:00,Warsaw,24.15
478,3626,2025-06-01 12:57:00,poznan,47.99
479,740,02/02/2025 18:48,gdansk,77.12
480,799,2025-03-19 18:00:00,Warsaw,
481,9892,2025-01-28 14:41:00,Gdansk,28.06
482,6174,2025-01-16 07:03:00,Krakow,56.54
483,8424,2025-02-07 12:53:00,gdansk,64.16
484,2337,2025-07-09 18:22:00,Gdansk,68.17
485,3840,2025-02-28 07:18:00,warsaw,74.3
486,5432,2025-01-22 19:41:00,poznan,72.55
487,4845,2025-04-07 16:28:00,Poznan,45.52
488,8175,2025-07-13 18:12:00,Warsaw,18.35
489,6850,2025-04-20 20:45:00,warsaw,
490,7812,2025-01-18 11:01:00,gdansk,16.92
491,1135,2025-05-21 08:26:00,warsaw,60.0
492,7829,2025-06-22 10:25:00,Warsaw,84.19
493,5829,2025-06-11 20:13:00,krakow,25.87
494,8399,2025-05-30 11:04:00,gdansk,60.86
495,3155,2025-04-05 20:14:00,warsaw,32.89
496,9336,2025-01-06 08:01:00,Poznan,76.41
497,9822,2025-07-12 11:55:00,Krakow,26.57
498,1693,2025-06-18 19:24:00,Gdansk,48.3
499,8582,2025-05-06 13:51:00,Krakow,55.61
500,5786,05/02/2025 08:06,Poznan,79.66
501,6043,2025-02-11 20:25:00,warsaw,79.26
502,4079,2025-01-17 11:31:00,warsaw,85.45
503,4263,2025-05-06 18:43:00,krakow,40.87
504,4719,2025-05-16 21:32:00,Poznan,23.17
505,6772,2025-07-01 18:53:00,krakow,60.04
506,889,2025-05-29 11:36:00,poznan,84.3
507,5236,2025-04-18 11:48:00,Gdansk,49.38
508,1196,2025-06-29 07:39:00,Krakow,30.59
509,3210,2025-02-03 10:19:00,warsaw,39.7
510,103,2025-03-16 22:29:00,gdansk,84.79
511,8516,2025-03-15 18:31:00,krakow,80.18
512,7419,16/03/2025 08:29,warsaw,58.88
513,9297,2025-05-23 11:49:00,warsaw,68.49
514,193,28/06/2025 15:20,Poznan,49.06
515,8524,2025-04-12 13:26:00,Poznan,77.9
516,803,20/04/2025 13:00,poznan,80.66
517,8899,2025-07-04 16:32:00,Poznan,75.37
518,8348,2025-02-22 13:48:00,krakow,64.06
519,5498,2025-02-12 19:31:00,krakow,65.78
520,9213,2025-06-13 15:38:00,gdansk,80.14
521,6056,2025-04-05 20:17:00,warsaw,19.1
522,15,2025-07-15 09:58:00,gdansk,13.99
523,984,2025-01-20 10:57:00,Poznan,48.02
524,586,2025-05-19 08:13:00,Poznan,56.17
525,6308,15/03/2025 15:40,Warsaw,31.76
526,4497,2025-05-11 17:04:00,gdansk,25.27
527,197,2025-05-12 13:30:00,warsaw,50.45
528,7386,2025-01-27 19:33:00,krakow,45.79
529,1683,21/05/2025 15:02,krakow,12.98
